id,flight_number,name,date_lisbon,date_local,success,details,rocket,launchpad,core_0_id,core_0_flight,core_0_reused,core_0_landing_attempt,core_0_landing_success,core_0_landing_type,payload_0_id,fairings_reused,fairings_recovery_attempt,fairings_recovered,patch_small,patch_large,webcast,article,wikipedia,static_hash,reject_reason
62a9f0e320413d2695d88713,172,Starlink 3-1 (v1.5),2022-07-11T02:39:00+01:00,2022-07-10T18:39:00-07:00,,,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,5f57c54a0622a633027900a1,6,True,True,True,ASDS,630bccd6d36448026ab0163a,,,,https://images2.imgbox.com/8a/bc/C3bBWOQN_o.png,https://images2.imgbox.com/e6/b5/PT6yjfOt_o.png,https://youtu.be/_c738Z_zQR0,,,82021640518db82820df40c0c6416c7d,Invalid success value
